"","ID","DP_1","DP_2","DP_3","DP_4","DP_5","AIP_1","AIP_2","AIP_3","AIP_4","AIP_5","AIP_6","AIP_7","AIP_8","AIP_9","AIP_10","AIP_11","AIP_12","AIP_13","AIP_14","AIP_15","GP_1","GP_2","GP_3","GP_4","GP_5","GP_6","GP_7","GP_8","GP_9","GP_10","GP_11","GP_12","GP_13","GP_14","GP_15","GP_16","GP_17","GP_18","GP_19","GP_20","SWLS_1","SWLS_2","SWLS_3","SWLS_4","SWLS_5","Self_Score","Others_Score","DP_Avg","AIP_Avg","GP_Avg","SWLS_Avg","Country_Res","Age","Gender","Kids","Edu","Work_Status","Annual_Inc","Current_Occ","Employ_Yrs","Employ_Mths","Comm_Size","Married","Num_sons","Num_daught","HDI","HDI_Cat"
"1849",1849,3,3,2,1,1,1,2,1,3,4,2,3,3,3,2,1,3,2,2,3,5,1,1,3,1,1,4,3,5,2,2,5,1,2,4,4,3,4,5,4,2,2,2,2,1,"yes","yes",2,2.33333,3,1.8,"United States",37.5,"Female","No","deg","student",10000,NA,2,0,"Large Town","Single",1,0,0.92,"Very High"
"1850",1850,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,4,3,2,2,3,3,2,2,3,4,3,3,3,2,2,3,3,2,3,2,3,2,"yes","no",2.2,2.06667,2.65,2.4,"United States",37.5,"Male","No","deg","unemployed",35000,NA,10,0,"Large-City","Single",1,0,0.92,"Very High"
"1851",1851,4,2,3,3,3,4,2,5,3,4,1,4,4,2,3,5,3,5,3,4,4,4,2,4,3,3,4,4,4,2,2,3,4,3,4,4,3,3,4,4,3,4,3,2,1,"yes","yes",3,3.46667,3.4,2.6,"United States",32.5,"Male","No","ltuni","full-time",87500,"Bar & Restaurant Owner",1,6,"Small City","Single",1,0,0.92,"Very High"
"1852",1852,3,4,4,4,4,3,3,2,5,4,2,4,4,4,4,2,4,2,5,5,4,2,2,4,3,3,4,4,4,2,3,4,3,3,4,3,2,3,4,4,2,2,2,2,1,"yes","yes",3.8,3.53333,3.25,1.8,"United States",22,"Female","No","ltuni","unemployed",10000,NA,0,3,"Medium-Sized","Single",1,0,0.92,"Very High"
"1853",1853,4,4,4,4,4,1,3,4,5,5,5,5,5,3,5,4,5,5,5,4,5,3,4,4,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,1,1,1,1,1,"yes","yes",4,4.26667,4.6,1,"United States",24,"Female","No","ma","student",15000,NA,3,0,"Medium-Sized","Single",1,0,0.92,"Very High"
"1854",1854,4,4,4,4,4,2,2,2,4,4,4,4,2,4,4,2,2,2,4,4,4,4,2,2,4,2,4,2,4,4,2,4,2,2,2,4,4,2,4,2,4,4,4,4,4,"yes","yes",4,3.06667,3,4,"United States",16.5,"Male","No","lthigh","student",10000,"s",1,0,"Small Town","Single",1,0,0.92,"Very High"
"1855",1855,3,4,3,2,2,3,1,4,3,4,3,4,4,3,3,3,3,2,2,4,3,1,3,1,3,3,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,"yes","yes",2.8,3.06667,2.95,2.6,"United States",55,"Male","Yes","ma","full-time",35000,"Licensed Professional Counselor",28,0,"Medium-Sized","Married",1,1,0.92,"Very High"
"1856",1856,2,2,2,1,1,1,2,5,2,2,3,3,2,2,2,1,3,3,4,1,2,1,1,3,3,3,3,2,4,1,2,3,2,2,2,1,1,3,3,4,4,4,3,4,2,"yes","yes",1.6,2.4,2.3,3.4,"United States",45,"Male","Yes","ma","full-time",67500,"supervising program development speciali",4,0,"Small City","Married",8,1,0.92,"Very High"
"1857",1857,4,5,5,4,4,1,1,3,5,4,1,3,3,4,5,4,2,2,2,4,4,2,4,4,5,5,5,3,5,3,4,4,1,5,5,4,4,5,2,2,4,1,3,3,4,"no","no",4.4,2.93333,3.8,3,"United States",20,"Male","No","ltuni","student",10000,NA,2,0,"Large-City","Single",1,0,0.92,"Very High"
"1858",1858,2,2,2,1,1,2,1,2,1,2,1,1,2,1,2,2,2,3,1,2,1,1,2,3,1,1,1,5,2,1,1,1,3,3,2,3,2,2,1,5,4,4,4,4,3,"no","no",1.6,1.66667,2.05,3.8,"United States",55,"Male","Yes","ma","full-time",55000,"Computer Programmer",7,11,"Large Town","Divorced",7,2,0.92,"Very High"
"1859",1859,4,5,4,4,5,1,3,5,4,4,3,5,5,4,4,4,3,5,3,4,5,1,3,5,4,2,4,4,4,3,3,4,2,4,4,4,4,5,5,5,3,3,2,3,1,"yes","yes",4.4,3.8,3.75,2.4,"United States",55,"Female","No","deg","unemployed",10000," houswife",14,0,"Small City",NA,1,0,0.92,"Very High"
"1860",1860,3,4,4,3,3,2,1,5,3,3,4,2,4,3,4,2,3,1,1,4,4,4,2,3,3,3,3,3,5,1,3,3,4,4,4,1,3,4,3,2,3,3,3,4,2,"yes","no",3.4,2.8,3.1,3,"United States",37.5,"Male","Yes","ma","student",55000,NA,5,6,"Large-City","Married",8,0,0.92,"Very High"
"1861",1861,3,3,5,3,3,3,2,5,5,4,2,5,5,5,5,3,3,3,4,4,5,2,3,4,3,4,3,4,5,2,5,5,2,4,4,4,3,4,5,4,4,5,2,4,1,"yes","yes",3.4,3.86667,3.75,3.2,"United States",28,"Male","No","deg","student",15000,NA,4,8,"Small City","Married",1,0,0.92,"Very High"
"1862",1862,4,4,3,3,3,2,1,2,4,3,4,4,4,3,4,4,2,4,1,3,4,1,3,3,2,2,4,4,4,2,2,4,3,3,4,2,2,4,3,3,2,4,3,3,2,"yes","yes",3.4,3,2.95,2.8,"United States",28,"Female","No","deg","full-time",45000,"writer",2,8,"Large Town","Single",1,0,0.92,"Very High"
"1863",1863,3,3,3,2,2,1,1,1,2,2,3,3,4,2,4,4,2,3,1,1,5,1,1,4,1,1,4,2,5,2,2,5,1,1,5,4,2,4,4,3,2,3,3,3,3,"yes","yes",2.6,2.26667,2.85,2.8,"United States",28,"Female","No","phd","student",25000,NA,2,0,"Small City","Married",1,0,0.92,"Very High"
"1864",1864,2,3,2,2,2,1,2,3,2,3,3,3,4,3,3,2,2,2,2,3,4,3,4,5,2,2,3,3,3,1,2,4,1,3,3,4,2,4,4,3,4,3,4,3,3,"yes","no",2.2,2.53333,3,3.4,"United States",32.5,"Male","No","phd","full-time",35000,"Scientist",2,0,"Large-City","Single",1,0,0.92,"Very High"
"1865",1865,3,3,2,4,4,2,2,5,4,4,2,3,4,4,3,3,2,4,1,4,4,4,4,2,4,2,4,2,5,2,4,3,3,4,3,4,2,4,4,5,1,1,2,2,1,"yes","no",3.2,3.13333,3.45,1.4,"United States",37.5,"Female","No","ma","full-time",87500,"attorney",4,0,"Large-City","Single",1,0,0.92,"Very High"
"1866",1866,3,4,2,2,2,3,5,5,4,4,2,5,2,1,4,4,5,4,5,2,5,4,5,5,5,5,5,3,4,5,5,4,5,5,5,5,5,5,4,5,2,3,2,3,1,"yes","yes",2.6,3.66667,4.7,2.2,"United States",28,"Male","No","phd","full-time",55000,"Surgeon",5,9,"Large-City","Single",1,0,0.92,"Very High"
"1867",1867,4,2,4,2,2,1,1,4,2,2,1,2,3,1,4,2,2,2,1,2,4,2,2,4,1,2,2,3,4,4,2,4,1,1,1,4,2,3,4,3,1,2,1,2,1,"yes","no",2.8,2,2.65,1.4,"United States",55,"Female","Yes","phd","full-time",250000,"Attorney",0,3,"Large-City","Divorced",3,2,0.92,"Very High"
"1868",1868,2,2,2,1,1,1,1,2,3,1,4,1,1,1,3,1,1,1,1,1,3,3,1,2,3,3,4,2,3,1,4,3,4,3,1,5,2,3,3,3,4,4,4,5,3,"yes","no",1.6,1.53333,2.8,4,"United States",67.5,"Female","No","dip","full-time",45000,"writer",4,0,"Large-City","Married",1,0,0.92,"Very High"
"1869",1869,4,4,4,5,5,2,4,3,5,5,4,5,5,5,5,3,5,3,5,5,5,4,4,3,4,3,4,4,4,5,5,5,3,4,5,5,5,5,5,4,3,3,2,2,1,"yes","yes",4.4,4.26667,4.3,2.2,"United States",45,"Male","Yes","phd","full-time",150000,"college professor",5,0,"Large-City","Married",7,0,0.92,"Very High"
"1870",1870,4,4,4,4,4,1,1,4,2,3,3,3,3,2,4,3,2,2,2,3,4,3,4,2,3,2,3,3,4,4,3,3,3,4,4,5,4,4,4,5,2,3,3,4,2,"yes","no",4,2.53333,3.55,2.8,"United States",67.5,"Male","No","ma","retired",67500,"Programmer/Developer",28,0,"Medium-Sized","Married",1,0,0.92,"Very High"
"1871",1871,3,3,3,3,3,3,3,5,3,3,2,4,4,3,4,4,4,4,2,3,3,3,4,5,3,4,4,4,3,3,3,4,3,4,2,3,4,4,4,5,2,3,3,2,3,"yes","yes",3,3.4,3.6,2.6,"United States",16.5,"Female","No","lthigh","student",NA,NA,0,0,NA,"Single",1,0,0.92,"Very High"
"1872",1872,4,5,5,3,3,4,1,5,2,5,1,3,5,5,4,5,2,5,1,5,4,1,3,1,5,4,5,3,5,1,3,5,5,4,5,4,5,5,5,5,2,3,3,2,1,"yes","yes",4,3.53333,3.9,2.2,"United States",37.5,"Male","No","ltuni","student",10000,NA,2,0,"Large-City","Single",1,0,0.92,"Very High"
"1873",1873,3,3,5,3,2,2,2,4,3,2,4,4,5,3,5,3,2,5,2,3,5,3,4,5,5,2,5,3,5,3,4,4,4,2,4,5,5,5,5,5,2,3,2,2,4,"yes","yes",3.2,3.26667,4.15,2.6,"United States",22,"Male","No","deg","unemployed",10000,NA,0,0,"Large-City","Single",1,0,0.92,"Very High"
"1874",1874,3,3,2,1,1,1,2,2,3,2,2,3,3,2,3,3,4,3,3,1,3,2,4,3,2,1,2,2,3,3,2,3,2,4,3,5,2,4,2,4,3,3,4,5,2,"yes","no",2,2.46667,2.8,3.4,"United States",32.5,"Male","Yes","phd","full-time",67500,"assistant professor",1,4,"Small City","Married",1,2,0.92,"Very High"
"1875",1875,4,4,3,4,4,3,2,3,2,3,3,4,4,3,3,3,3,4,3,5,3,2,3,3,4,2,2,4,3,2,2,3,3,4,3,4,3,3,2,2,3,3,4,3,3,"yes","yes",3.8,3.2,2.85,3.2,"United States",22,"Female","No","ltuni","part-time",10000,"Master Control Operator",0,8,"Large Town","Single",1,0,0.92,"Very High"
"1876",1876,2,2,2,2,2,1,3,3,3,2,1,3,2,2,2,2,4,3,3,3,2,2,2,2,2,1,2,2,3,3,3,3,2,1,2,2,2,3,3,1,5,5,5,5,5,"no","no",2,2.46667,2.15,5,"United States",28,"Male","No","deg","full-time",45000,"Test Item Writer (Self-employed)",3,1,"Large-City","Single",1,0,0.92,"Very High"
"1877",1877,2,3,2,2,2,2,1,1,1,2,3,3,3,3,3,3,2,4,1,3,3,2,2,2,3,3,3,3,4,2,5,3,3,2,3,5,3,3,3,4,3,4,3,3,2,"yes","yes",2.2,2.33333,3.05,3,"United States",37.5,"Female","No","deg","full-time",67500,NA,6,0,"Large-City","Married",1,0,0.92,"Very High"
"1878",1878,2,2,4,2,2,3,1,5,4,2,1,2,3,2,2,5,2,3,1,1,3,1,2,1,1,4,1,2,2,1,4,2,2,3,3,2,2,2,1,3,3,2,3,3,5,"no","no",2.4,2.46667,2.1,3.2,"United States",55,"Male","No","ltuni","full-time",45000,"Customer Service",3,0,"Medium-Sized","Married",1,0,0.92,"Very High"
"1879",1879,2,2,3,1,1,2,1,1,2,3,1,4,2,2,4,2,1,1,1,3,4,1,1,2,2,4,4,3,4,1,1,3,5,1,4,2,1,4,4,2,5,5,5,5,5,"yes","yes",1.8,2,2.65,5,"United States",67.5,"Male","Yes","phd","full-time",150000,NA,30,0,"Large Town","Married",1,2,0.92,"Very High"
"1880",1880,2,3,2,2,2,2,1,1,2,2,3,3,3,2,3,4,1,4,1,5,3,1,3,4,1,3,3,3,3,1,3,3,3,3,4,3,3,4,3,4,2,2,2,2,1,"yes","yes",2.2,2.46667,2.9,1.8,"United States",28,"Female","No","deg","full-time",25000,"Receptionist",0,5,"Large-City","Single",1,0,0.92,"Very High"
"1881",1881,4,4,3,2,2,1,3,1,4,3,4,3,4,3,4,4,4,2,3,3,4,3,3,4,2,3,4,3,4,4,3,4,2,3,4,4,4,3,4,2,2,2,2,2,1,"yes","no",3,3.06667,3.35,1.8,"United States",28,"Male","No","ma","student",15000,NA,6,0,"Medium-Sized","Single",1,0,0.92,"Very High"
"1882",1882,4,4,3,3,3,5,4,4,4,4,5,5,5,4,5,3,5,4,4,5,5,2,2,5,4,4,5,4,4,4,4,4,3,3,4,4,3,3,5,2,1,1,1,1,1,"yes","yes",3.4,4.4,3.7,1,"United States",37.5,"Female","Yes","deg","unemployed",10000,"Editor",0,0,"Small City","Married",1,1,0.92,"Very High"
"1883",1883,3,4,2,2,2,1,1,1,4,4,3,2,3,3,3,1,2,2,2,2,3,1,1,4,2,1,3,1,3,1,1,3,1,1,4,2,1,4,4,4,2,3,4,3,1,"yes","yes",2.6,2.26667,2.25,2.6,"United States",55,"Female","No","deg","unemployed",10000,"Graphic Designer",3,0,"Medium-Sized","Married",1,0,0.92,"Very High"
"1884",1884,2,1,1,1,1,2,1,5,1,1,1,1,1,2,2,1,3,2,1,1,2,1,1,2,1,2,1,2,2,1,2,2,1,1,1,1,1,2,1,2,4,4,4,4,4,"no","no",1.2,1.66667,1.45,4,"United States",45,"Female","Yes","ltuni","full-time",35000,"Secretary",8,0,"Large Town","Married",7,2,0.92,"Very High"
"1885",1885,3,3,2,1,1,1,2,4,3,2,1,3,2,1,3,4,2,2,2,3,3,2,2,2,3,2,2,4,3,3,3,3,2,2,2,3,3,2,3,2,3,2,1,2,3,"yes","no",2,2.33333,2.55,2.2,"United States",45,"Female","Yes","ltuni","full-time",35000,"Sales Rep",2,0,"Large Town","Divorced",1,1,0.92,"Very High"
"1886",1886,3,4,4,3,4,4,4,3,5,5,4,5,4,4,5,4,4,5,4,4,4,4,5,5,5,4,4,3,4,4,4,4,3,4,4,5,5,4,5,4,3,4,5,4,3,"yes","yes",3.6,4.26667,4.2,3.8,"United States",37.5,"Male","No","phd","full-time",250000,"Doctor; Physician",10,0,"Large-City","Married",1,0,0.92,"Very High"
"1887",1887,4,4,2,2,2,1,3,4,4,4,4,4,3,4,5,4,4,3,2,4,4,2,3,4,4,3,4,4,4,3,3,4,2,4,4,4,3,4,4,4,3,4,4,3,3,"yes","yes",2.8,3.53333,3.55,3.4,"United States",21,"Male","No","ltuni","part-time",10000,"Hotel Desk Clerk",0,6,"Medium-Sized","Single",1,0,0.92,"Very High"
"1888",1888,4,2,4,1,1,1,1,4,5,1,1,3,4,1,4,2,3,4,4,3,3,3,3,4,1,2,3,4,5,3,5,3,1,3,3,5,3,3,3,3,5,5,4,5,4,"yes","no",2.4,2.73333,3.15,4.6,"United States",19,"Female","No","ltuni","student",NA,NA,0,0,"Large-City","Single",1,0,0.92,"Very High"
"1889",1889,1,4,2,3,3,1,1,5,1,3,5,5,5,3,5,4,1,1,3,3,3,1,5,3,5,3,3,5,5,1,1,5,1,5,5,5,5,5,5,5,1,1,1,1,1,"yes","no",2.6,3.06667,3.8,1,"United States",21,"Female","No","ltuni","full-time",87500,"Finance",7,4,"Medium-Sized","Single",1,0,0.92,"Very High"
"1890",1890,5,5,5,4,4,1,1,5,5,3,2,3,3,3,5,5,3,5,3,5,5,5,4,1,5,1,5,5,3,4,5,4,3,2,3,5,5,4,3,5,3,3,3,3,1,"no","no",4.6,3.46667,3.85,2.6,"United States",22,"Female","No","deg","part-time",10000,"Actress",10,0,"Large-City","Single",1,0,0.92,"Very High"
"1891",1891,2,2,3,2,2,2,2,2,4,3,2,2,2,2,2,2,2,2,3,4,3,3,3,4,2,2,2,3,4,2,2,2,2,2,2,2,2,2,2,2,4,5,4,4,5,"yes","no",2.2,2.4,2.4,4.4,"United States",45,"Male","No","deg","unemployed",NA,NA,0,0,"Large-City","Single",1,0,0.92,"Very High"
"1892",1892,4,3,2,2,2,2,1,5,2,3,1,5,2,2,3,4,2,5,1,4,2,4,5,1,5,4,3,4,2,1,2,3,4,4,2,5,3,4,5,4,1,1,1,4,5,"yes","no",2.6,2.8,3.35,2.4,"United States",45,"Female","Yes","ltuni","full-time",35000,"Accounts Payable",0,4,"Medium-Sized","Separated",3,1,0.92,"Very High"
"1893",1893,3,3,3,1,1,1,1,2,3,2,2,2,4,1,2,2,3,3,2,1,2,1,2,3,2,2,2,3,3,2,2,3,2,3,3,4,3,4,3,4,2,4,3,4,4,"yes","no",2.2,2.06667,2.65,3.4,"United States",21,"Female","No","ltuni","student",15000,"medical transcriptionist",3,1,"Large-City","Single",1,0,0.92,"Very High"
"1894",1894,4,4,3,2,3,1,1,4,3,2,2,3,4,1,4,3,2,3,2,2,4,2,2,3,1,2,4,3,4,3,3,3,1,3,4,4,4,3,4,3,3,3,3,3,3,"yes","yes",3.2,2.46667,3,3,"United States",32.5,"Male","No","deg","full-time",87500,"Self-Employed / personal trainer / stren",5,3,"Large-City","Married",1,0,0.92,"Very High"
"1895",1895,3,3,2,3,3,3,4,3,4,5,4,3,4,4,4,2,4,2,3,4,4,2,3,3,2,3,4,3,5,4,3,4,3,3,4,3,3,4,3,4,5,4,4,3,3,"yes","yes",2.8,3.53333,3.35,3.8,"United States",55,"Female","Yes","deg","full-time",87500,NA,NA,0,"Large-City","Divorced",8,0,0.92,"Very High"
"1896",1896,3,3,3,3,3,2,4,3,5,3,3,3,4,3,3,3,4,4,4,3,3,2,2,3,2,4,3,3,3,3,3,3,2,3,4,3,3,3,3,3,2,3,2,2,2,"yes","yes",3,3.4,2.9,2.2,"United States",55,"Female","No","phd","full-time",NA,NA,13,11,"Large-City","Single",1,0,0.92,"Very High"
"1897",1897,3,4,2,2,3,3,1,1,1,1,2,1,4,4,4,5,1,2,1,5,5,3,3,2,4,2,4,4,4,1,5,4,5,4,4,4,4,5,5,5,5,5,5,5,4,"yes","yes",2.8,2.4,3.85,4.8,"United States",37.5,"Male","No","phd","full-time",150000,"ceo",1,2,"Large-City","Married",1,0,0.92,"Very High"
"1898",1898,4,4,4,5,5,4,2,3,4,5,5,5,5,5,5,5,3,3,3,5,5,5,5,4,4,4,4,4,4,5,4,4,4,4,4,5,5,4,5,5,1,1,2,1,2,"yes","yes",4.4,4.13333,4.4,1.4,"United States",55,"Male","Yes","ma","full-time",35000," teacher",1,7,"Large-City","Married",7,0,0.92,"Very High"
"1899",1899,5,5,5,3,3,2,2,1,5,1,5,5,5,1,5,3,4,2,1,2,5,2,3,4,3,4,4,5,5,2,5,5,1,3,5,5,4,5,5,5,1,1,1,1,1,"yes","no",4.2,2.93333,4,1,"United States",16.5,"Female","No","lthigh","student",10000,NA,9,0,"Small City","Single",1,0,0.92,"Very High"
"1900",1900,3,4,3,4,4,2,4,5,4,4,5,5,5,4,4,5,4,3,3,5,4,3,3,2,4,4,4,4,4,4,2,5,4,5,4,4,4,4,3,4,4,4,3,3,3,"yes","yes",3.6,4.13333,3.75,3.4,"United States",37.5,"Male","Yes","ma","full-time",150000,"Director / information technology",12,0,"Large-City","Married",7,0,0.92,"Very High"
"1901",1901,4,4,4,4,4,5,4,5,4,4,1,5,5,4,4,4,4,5,4,4,4,3,5,5,1,5,4,5,4,4,5,4,4,5,5,5,4,4,4,5,2,2,2,2,2,"yes","yes",4,4.13333,4.25,2,"United States",37.5,"Male","No","ltuni","full-time",25000,"engineer",6,0,"Medium-Sized","Single",1,0,0.92,"Very High"
"1902",1902,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,3,1,4,4,2,4,4,4,5,3,"no","no",1,1,1.65,4,"United States",55,"Female","Yes","ma","retired",87500,"retired",3,0,"Medium-Sized","Married",1,2,0.92,"Very High"
"1903",1903,3,3,4,2,3,1,1,5,3,2,1,1,2,4,3,3,1,3,1,1,3,1,1,2,2,3,3,3,3,1,1,3,2,4,2,4,2,3,3,3,3,4,4,4,3,"yes","no",3,2.13333,2.45,3.6,"United States",32.5,"Male","No","phd","full-time",67500,NA,4,0,"Medium-Sized","Married",1,0,0.92,"Very High"
"1904",1904,2,2,2,2,2,2,1,5,3,1,1,2,3,3,3,4,2,4,1,1,3,1,2,2,2,2,2,2,4,2,2,5,3,3,4,3,2,3,4,2,3,4,4,4,4,"yes","yes",2,2.4,2.65,3.8,"United States",21,"Male","No","ltuni","student",10000,"Writing Consultant",0,4,"Small Town","Single",1,0,0.92,"Very High"
"1905",1905,5,5,5,5,5,2,2,5,5,5,2,5,5,5,5,3,3,2,3,5,5,5,4,5,5,5,5,4,5,5,5,5,3,5,5,4,3,4,5,5,4,3,4,1,1,"yes","yes",5,3.8,4.6,2.6,"United States",20,"Female","No","dip","student",25000,"Retail",1,0,"Large Town","Single",1,0,0.92,"Very High"
"1906",1906,5,5,5,5,5,3,4,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,4,5,3,5,5,5,5,1,5,5,5,5,5,5,5,1,5,3,3,3,3,3,"yes","yes",5,4.66667,4.45,3,"United States",23,"Female","No","deg","student",25000,NA,1,0,"Large-City","Single",1,0,0.92,"Very High"
"1907",1907,1,1,1,1,1,5,5,5,1,1,1,1,5,1,1,5,5,5,1,1,1,1,5,5,1,5,1,5,1,1,5,1,5,5,5,1,1,5,1,5,1,1,1,1,1,"no","yes",1,2.86667,3,1,"United States",55,"Male","Yes","deg","full-time",250000,"rocket scientist",23,0,"Large-City","Married",1,3,0.92,"Very High"
"1908",1908,5,4,2,2,2,3,4,5,4,4,5,5,2,4,4,2,2,3,5,4,4,4,1,1,1,1,4,1,5,5,5,4,4,2,4,5,4,5,5,5,1,3,2,2,2,"yes","yes",3,3.73333,3.5,2,"United States",16.5,"Male","No","lthigh","student",10000,NA,NA,0,"Small City","Single",1,0,0.92,"Very High"
"1909",1909,4,2,4,3,4,4,1,4,4,2,2,2,4,2,3,4,1,3,2,2,4,2,4,2,4,4,4,4,4,2,3,4,4,4,4,4,4,2,2,3,2,1,3,2,2,"yes","yes",3.4,2.66667,3.4,2,"United States",45,"Female","Yes","high","full-time",35000,"manufacturing",12,0,"Medium-Sized","Married",8,2,0.92,"Very High"
"1910",1910,5,2,3,1,1,2,1,5,2,1,5,5,2,1,4,1,3,2,1,1,4,1,3,5,4,2,4,3,4,1,2,4,2,4,5,3,3,4,5,4,5,5,5,5,5,"yes","yes",2.4,2.4,3.35,5,"United States",21,"Male","No","ltuni","part-time",10000,"Sales Rep",1,8,"Large Town","Single",1,0,0.92,"Very High"
"1911",1911,4,4,5,3,3,2,1,4,2,4,1,4,4,4,4,3,2,4,2,4,5,3,4,5,2,3,5,4,5,1,3,4,4,3,4,3,3,4,5,5,3,4,1,3,2,"yes","yes",3.8,3,3.75,2.6,"United States",37.5,"Male","No","ltuni","full-time",87500,NA,1,4,"Medium-Sized","Single",1,0,0.92,"Very High"
"1912",1912,3,4,3,3,3,3,4,4,2,5,5,5,5,5,5,5,5,5,4,4,1,3,4,5,5,5,5,5,5,3,3,4,4,4,5,4,4,5,5,5,1,1,1,1,1,"yes","yes",3.2,4.4,4.2,1,"United States",28,"Female","Yes","lthigh","unemployed",NA,NA,0,0,"Medium-Sized","Single",8,0,0.92,"Very High"
"1913",1913,4,4,4,5,5,4,4,5,5,5,3,5,4,5,5,5,4,4,5,4,5,2,4,5,4,4,4,5,4,5,4,4,4,4,2,5,5,5,4,4,3,4,2,5,3,"yes","yes",4.4,4.46667,4.15,3.4,"United States",28,"Male","Yes","ltuni","full-time",25000,"Software Developer",1,5,"Small Town","Married",7,0,0.92,"Very High"
"1914",1914,5,3,3,3,3,4,1,4,3,2,3,3,4,2,3,5,2,4,1,4,3,3,3,5,1,3,3,3,4,3,2,4,5,3,3,4,3,4,3,4,2,2,2,2,1,"yes","yes",3.4,3,3.3,1.8,"United States",45,"Female","No","deg","part-time",25000,"Paralegal",17,0,"Large-City","Single",1,0,0.92,"Very High"
"1915",1915,4,4,4,4,4,2,2,2,4,4,4,4,4,4,4,5,3,5,3,4,3,3,3,5,4,3,3,5,5,1,2,5,5,5,5,2,3,5,5,5,2,3,3,3,3,"yes","yes",4,3.6,3.85,2.8,"United States",55,"Male","Yes","phd","full-time",150000,"engineer",8,0,"Small City","Married",1,2,0.92,"Very High"
"1916",1916,3,4,4,2,2,1,2,5,3,2,2,5,4,2,4,4,3,3,3,1,4,2,5,5,3,3,4,5,5,4,5,4,3,5,5,4,2,3,4,4,2,3,3,1,3,"yes","yes",3,2.93333,3.95,2.4,"United States",19,"Male","No","ltuni","part-time",10000,"Capstone Golf Course",0,3,"Small City","Single",1,0,0.92,"Very High"
"1917",1917,4,3,2,2,3,1,1,2,1,2,2,1,3,2,3,3,1,2,1,1,3,2,2,2,3,2,3,2,4,2,2,3,1,2,3,2,2,3,3,4,3,3,4,3,3,"yes","no",2.8,1.73333,2.5,3.2,"United States",21,"Female","No","dip","student",10000,NA,0,0,"Small Town","Single",1,0,0.92,"Very High"
"1918",1918,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,5,1,2,1,1,1,1,1,4,2,3,1,5,1,1,3,1,1,4,1,1,1,3,1,1,2,4,3,5,4,"no","no",1,1.4,1.85,3.6,"United States",23,"Female","No","deg","full-time",35000,"Legal Assistant",0,6,"Large-City","Single",1,0,0.92,"Very High"
"1919",1919,3,3,3,2,2,1,1,5,3,2,2,4,3,2,4,4,3,2,2,3,3,2,3,5,3,3,3,4,4,5,5,4,1,2,4,4,3,3,4,4,4,4,4,4,3,"yes","yes",2.6,2.73333,3.45,3.8,"United States",20,"Male","No","ltuni","student",10000,"laborer (construction)",6,0,"Medium-Sized","Single",1,0,0.92,"Very High"
"1920",1920,2,3,2,2,2,1,2,5,5,2,2,2,2,2,3,1,3,1,2,1,1,1,1,1,1,1,1,1,3,2,4,2,1,1,3,1,3,2,3,2,4,4,4,4,4,"yes","no",2.2,2.26667,1.75,4,"United States",21,"Female","No","ltuni","student",10000,NA,NA,0,"Medium-Sized","Single",1,0,0.92,"Very High"
"1921",1921,2,3,3,2,2,1,1,3,2,1,1,1,1,1,2,2,1,2,1,1,2,1,5,1,2,1,2,2,3,1,4,3,1,1,1,5,1,3,3,1,4,5,5,5,5,"no","no",2.4,1.4,2.15,4.8,"United States",45,"Female","Yes","deg","full-time",87500,"Computer Programmer",17,0,"Large-City","Married",1,1,0.92,"Very High"
"1922",1922,4,4,4,4,4,2,2,5,4,3,1,4,5,3,4,5,4,4,4,4,4,2,2,5,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,2,2,"yes","yes",4,3.6,3.75,2,"United States",32.5,"Female","No","deg","part-time",25000,"temporary office",0,1,"Medium-Sized","Single",1,0,0.92,"Very High"
"1923",1923,4,5,4,3,3,1,2,4,3,3,2,3,3,2,3,3,4,3,3,4,4,2,2,3,5,5,4,4,4,3,4,4,2,4,3,3,4,4,5,3,5,5,4,4,3,"yes","yes",3.8,2.86667,3.6,4.2,"United States",32.5,"Female","No","ma",NA,NA,NA,0,0,"Large-City","Married",1,0,0.92,"Very High"
"1924",1924,3,3,2,1,2,2,2,1,4,3,1,3,4,1,3,3,3,2,3,3,3,2,1,4,3,2,3,4,3,3,4,2,3,3,4,2,3,3,3,3,2,2,2,2,2,"yes","yes",2.2,2.53333,2.9,2,"United States",37.5,"Female","No","phd","part-time",NA,"Student and Private Curator",3,8,"Large-City","Married",1,0,0.92,"Very High"
"1925",1925,4,5,5,5,5,1,1,1,1,3,2,1,2,2,3,2,2,2,2,3,4,1,2,4,4,4,4,4,5,2,3,3,1,3,4,4,4,4,4,4,4,4,4,5,3,"yes","yes",4.8,1.86667,3.4,4,"United States",32.5,"Female","Yes","deg","full-time",10000," houswife",2,0,"Large Town","Married",1,1,0.92,"Very High"
